date;state;confirmed;deaths
2020-04-17;Pernambuco;1;1
2020-04-17;Pernambuco;6;1
2020-04-17;Pernambuco;2;0
2020-04-17;Pernambuco;6;3
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;15;3
2020-04-17;Pernambuco;4;0
2020-04-17;Pernambuco;10;1
2020-04-17;Pernambuco;7;1
2020-04-17;Pernambuco;2;0
2020-04-17;Pernambuco;2;0
2020-04-17;Pernambuco;139;14
2020-04-17;Pernambuco;4;0
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;2;1
2020-04-17;Pernambuco;1;1
2020-04-17;Pernambuco;8;3
2020-04-17;Pernambuco;1;1
2020-04-17;Pernambuco;2;0
2020-04-17;Pernambuco;6;2
2020-04-17;Pernambuco;185;13
2020-04-17;Pernambuco;4;2
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;10;3
2020-04-17;Pernambuco;122;4
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;6;0
2020-04-17;Pernambuco;4;1
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;1136;85
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;6;0
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;2;0
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;4;0
2020-04-17;Pernambuco;1;1
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;61;13
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;4;0
2020-04-17;Pernambuco;1;1
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;4;1
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;2;0
2020-04-17;Pernambuco;2;0
2020-04-17;Pernambuco;1;0
2020-04-17;Pernambuco;15;4
2020-04-17;Pernambuco;2006;186
2020-04-17;Piauí;1;0
2020-04-17;Piauí;1;1
2020-04-17;Piauí;1;0
2020-04-17;Piauí;2;0
2020-04-17;Piauí;1;0
2020-04-17;Piauí;1;0
2020-04-17;Piauí;1;0
2020-04-17;Piauí;1;0
2020-04-17;Piauí;1;0
2020-04-17;Piauí;2;0
2020-04-17;Piauí;6;1
2020-04-17;Piauí;1;0
2020-04-17;Piauí;1;0
2020-04-17;Piauí;4;1
2020-04-17;Piauí;3;1
2020-04-17;Piauí;1;0
2020-04-17;Piauí;1;0
2020-04-17;Piauí;94;5
2020-04-17;Piauí;123;9
2020-04-17;Paraná;6;0
2020-04-17;Paraná;8;0
2020-04-17;Paraná;13;1
2020-04-17;Paraná;8;0
2020-04-17;Paraná;5;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;8;0
2020-04-17;Paraná;5;0
2020-04-17;Paraná;3;0
2020-04-17;Paraná;4;0
2020-04-17;Paraná;1;1
2020-04-17;Paraná;4;0
2020-04-17;Paraná;13;2
2020-04-17;Paraná;1;0
2020-04-17;Paraná;22;4
2020-04-17;Paraná;61;2
2020-04-17;Paraná;2;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;14;1
2020-04-17;Paraná;8;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;335;8
2020-04-17;Paraná;1;0
2020-04-17;Paraná;5;0
2020-04-17;Paraná;36;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;3;0
2020-04-17;Paraná;3;1
2020-04-17;Paraná;1;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;5;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;11;0
2020-04-17;Paraná;13;2
2020-04-17;Paraná;1;1
2020-04-17;Paraná;4;1
2020-04-17;Paraná;2;0
2020-04-17;Paraná;1;1
2020-04-17;Paraná;2;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;78;5
2020-04-17;Paraná;2;0
2020-04-17;Paraná;1;1
2020-04-17;Paraná;2;0
2020-04-17;Paraná;40;5
2020-04-17;Paraná;2;0
2020-04-17;Paraná;2;0
2020-04-17;Paraná;2;0
2020-04-17;Paraná;4;0
2020-04-17;Paraná;0;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;2;0
2020-04-17;Paraná;10;2
2020-04-17;Paraná;10;1
2020-04-17;Paraná;7;1
2020-04-17;Paraná;2;0
2020-04-17;Paraná;16;1
2020-04-17;Paraná;1;0
2020-04-17;Paraná;3;0
2020-04-17;Paraná;6;0
2020-04-17;Paraná;2;1
2020-04-17;Paraná;2;1
2020-04-17;Paraná;1;0
2020-04-17;Paraná;2;0
2020-04-17;Paraná;3;0
2020-04-17;Paraná;2;0
2020-04-17;Paraná;2;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;7;1
2020-04-17;Paraná;6;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;0;0
2020-04-17;Paraná;2;0
2020-04-17;Paraná;6;0
2020-04-17;Paraná;18;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;2;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;6;0
2020-04-17;Paraná;2;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;2;0
2020-04-17;Paraná;3;0
2020-04-17;Paraná;2;0
2020-04-17;Paraná;1;0
2020-04-17;Paraná;887;44
2020-04-17;Rio de Janeiro;8;0
2020-04-17;Rio de Janeiro;11;1
2020-04-17;Rio de Janeiro;1;0
2020-04-17;Rio de Janeiro;1;0
2020-04-17;Rio de Janeiro;3;1
2020-04-17;Rio de Janeiro;11;2
2020-04-17;Rio de Janeiro;13;1
2020-04-17;Rio de Janeiro;58;4
2020-04-17;Rio de Janeiro;2;0
2020-04-17;Rio de Janeiro;5;1
2020-04-17;Rio de Janeiro;8;0
2020-04-17;Rio de Janeiro;3;1
2020-04-17;Rio de Janeiro;6;0
2020-04-17;Rio de Janeiro;1;0
2020-04-17;Rio de Janeiro;1;0
2020-04-17;Rio de Janeiro;6;0
2020-04-17;Rio de Janeiro;141;23
2020-04-17;Rio de Janeiro;3;0
2020-04-17;Rio de Janeiro;6;2
2020-04-17;Rio de Janeiro;1;0
2020-04-17;Rio de Janeiro;33;4
2020-04-17;Rio de Janeiro;7;2
2020-04-17;Rio de Janeiro;3;0
2020-04-17;Rio de Janeiro;1;0
2020-04-17;Rio de Janeiro;5;1
2020-04-17;Rio de Janeiro;21;4
2020-04-17;Rio de Janeiro;33;3
2020-04-17;Rio de Janeiro;5;2
2020-04-17;Rio de Janeiro;35;4
2020-04-17;Rio de Janeiro;1;0
2020-04-17;Rio de Janeiro;53;1
2020-04-17;Rio de Janeiro;5;1
2020-04-17;Rio de Janeiro;25;0
2020-04-17;Rio de Janeiro;185;14
2020-04-17;Rio de Janeiro;26;1
2020-04-17;Rio de Janeiro;159;12
2020-04-17;Rio de Janeiro;8;0
2020-04-17;Rio de Janeiro;3;0
2020-04-17;Rio de Janeiro;4;0
2020-04-17;Rio de Janeiro;2;0
2020-04-17;Rio de Janeiro;67;6
2020-04-17;Rio de Janeiro;2;0
2020-04-17;Rio de Janeiro;1;0
2020-04-17;Rio de Janeiro;2;0
2020-04-17;Rio de Janeiro;2;0
2020-04-17;Rio de Janeiro;16;1
2020-04-17;Rio de Janeiro;3;0
2020-04-17;Rio de Janeiro;7;1
2020-04-17;Rio de Janeiro;7;2
2020-04-17;Rio de Janeiro;1;0
2020-04-17;Rio de Janeiro;13;3
2020-04-17;Rio de Janeiro;2946;219
2020-04-17;Rio de Janeiro;3;0
2020-04-17;Rio de Janeiro;2;1
2020-04-17;Rio de Janeiro;100;6
2020-04-17;Rio de Janeiro;1;0
2020-04-17;Rio de Janeiro;76;5
2020-04-17;Rio de Janeiro;11;1
2020-04-17;Rio de Janeiro;3;1
2020-04-17;Rio de Janeiro;2;0
2020-04-17;Rio de Janeiro;4;0
2020-04-17;Rio de Janeiro;1;0
2020-04-17;Rio de Janeiro;1;0
2020-04-17;Rio de Janeiro;5;3
2020-04-17;Rio de Janeiro;16;1
2020-04-17;Rio de Janeiro;0;0
2020-04-17;Rio de Janeiro;5;0
2020-04-17;Rio de Janeiro;2;0
2020-04-17;Rio de Janeiro;147;6
2020-04-17;Rio de Janeiro;4349;341
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;18;1
2020-04-17;Rio Grande do Norte;5;1
2020-04-17;Rio Grande do Norte;3;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;0;0
2020-04-17;Rio Grande do Norte;5;1
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;7;0
2020-04-17;Rio Grande do Norte;1;1
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;2;1
2020-04-17;Rio Grande do Norte;5;0
2020-04-17;Rio Grande do Norte;5;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;1;1
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;8;0
2020-04-17;Rio Grande do Norte;2;0
2020-04-17;Rio Grande do Norte;92;8
2020-04-17;Rio Grande do Norte;236;5
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;61;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;2;0
2020-04-17;Rio Grande do Norte;4;0
2020-04-17;Rio Grande do Norte;30;2
2020-04-17;Rio Grande do Norte;4;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;1;1
2020-04-17;Rio Grande do Norte;2;2
2020-04-17;Rio Grande do Norte;2;0
2020-04-17;Rio Grande do Norte;1;0
2020-04-17;Rio Grande do Norte;516;24
2020-04-17;Rondônia;21;0
2020-04-17;Rondônia;1;0
2020-04-17;Rondônia;1;0
2020-04-17;Rondônia;6;1
2020-04-17;Rondônia;6;0
2020-04-17;Rondônia;71;2
2020-04-17;Rondônia;3;0
2020-04-17;Rondônia;1;0
2020-04-17;Rondônia;110;3
2020-04-17;Roraima;1;1
2020-04-17;Roraima;183;2
2020-04-17;Roraima;3;0
2020-04-17;Roraima;4;0
2020-04-17;Roraima;1;0
2020-04-17;Roraima;7;0
2020-04-17;Roraima;1;0
2020-04-17;Roraima;1;0
2020-04-17;Roraima;201;3
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;7;1
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;2;1
2020-04-17;Rio Grande do Sul;3;0
2020-04-17;Rio Grande do Sul;28;0
2020-04-17;Rio Grande do Sul;13;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;8;0
2020-04-17;Rio Grande do Sul;0;0
2020-04-17;Rio Grande do Sul;4;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;17;1
2020-04-17;Rio Grande do Sul;6;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;42;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;2;1
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;2;1
2020-04-17;Rio Grande do Sul;4;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;3;0
2020-04-17;Rio Grande do Sul;4;0
2020-04-17;Rio Grande do Sul;3;0
2020-04-17;Rio Grande do Sul;6;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;3;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;14;0
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;4;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;4;1
2020-04-17;Rio Grande do Sul;23;0
2020-04-17;Rio Grande do Sul;17;1
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;3;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;26;2
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;36;3
2020-04-17;Rio Grande do Sul;12;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;369;9
2020-04-17;Rio Grande do Sul;4;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;13;0
2020-04-17;Rio Grande do Sul;7;0
2020-04-17;Rio Grande do Sul;4;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;3;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;19;1
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;2;0
2020-04-17;Rio Grande do Sul;5;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;7;1
2020-04-17;Rio Grande do Sul;4;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;5;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;9;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;3;0
2020-04-17;Rio Grande do Sul;2;1
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;15;0
2020-04-17;Rio Grande do Sul;1;0
2020-04-17;Rio Grande do Sul;831;24
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;11;3
2020-04-17;Santa Catarina;3;0
2020-04-17;Santa Catarina;4;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;58;0
2020-04-17;Santa Catarina;2;1
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;75;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;27;1
2020-04-17;Santa Catarina;21;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;55;2
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;6;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;44;4
2020-04-17;Santa Catarina;221;3
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;5;1
2020-04-17;Santa Catarina;3;0
2020-04-17;Santa Catarina;11;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;7;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;13;0
2020-04-17;Santa Catarina;14;0
2020-04-17;Santa Catarina;3;1
2020-04-17;Santa Catarina;3;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;41;2
2020-04-17;Santa Catarina;8;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;0;0
2020-04-17;Santa Catarina;3;0
2020-04-17;Santa Catarina;11;0
2020-04-17;Santa Catarina;4;0
2020-04-17;Santa Catarina;85;2
2020-04-17;Santa Catarina;11;0
2020-04-17;Santa Catarina;5;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;1;1
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;9;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;3;0
2020-04-17;Santa Catarina;14;1
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;2;1
2020-04-17;Santa Catarina;1;1
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;5;1
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;0;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;3;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;35;1
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;6;1
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;7;0
2020-04-17;Santa Catarina;10;1
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;4;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;2;0
2020-04-17;Santa Catarina;3;0
2020-04-17;Santa Catarina;33;2
2020-04-17;Santa Catarina;3;1
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;1;0
2020-04-17;Santa Catarina;962;31
2020-04-17;Sergipe;44;4
2020-04-17;Sergipe;1;0
2020-04-17;Sergipe;1;0
2020-04-17;Sergipe;2;0
2020-04-17;Sergipe;1;0
2020-04-17;Sergipe;2;0
2020-04-17;Sergipe;1;0
2020-04-17;Sergipe;2;0
2020-04-17;Sergipe;2;0
2020-04-17;Sergipe;1;0
2020-04-17;Sergipe;1;0
2020-04-17;Sergipe;58;4
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;1
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;4;1
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;24;3
2020-04-17;São Paulo;5;0
2020-04-17;São Paulo;5;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;37;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;39;2
2020-04-17;São Paulo;6;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;21;1
2020-04-17;São Paulo;6;1
2020-04-17;São Paulo;18;1
2020-04-17;São Paulo;9;1
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;9;0
2020-04-17;São Paulo;101;5
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;33;4
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;6;0
2020-04-17;São Paulo;5;0
2020-04-17;São Paulo;27;2
2020-04-17;São Paulo;35;7
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;5;0
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;1;1
2020-04-17;São Paulo;48;6
2020-04-17;São Paulo;7;1
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;164;7
2020-04-17;São Paulo;4;1
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;7;2
2020-04-17;São Paulo;59;2
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;7;2
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;1
2020-04-17;São Paulo;76;4
2020-04-17;São Paulo;6;1
2020-04-17;São Paulo;3;1
2020-04-17;São Paulo;8;0
2020-04-17;São Paulo;115;3
2020-04-17;São Paulo;1;1
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;1
2020-04-17;São Paulo;55;3
2020-04-17;São Paulo;4;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;4;0
2020-04-17;São Paulo;52;2
2020-04-17;São Paulo;6;0
2020-04-17;São Paulo;21;1
2020-04-17;São Paulo;52;2
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;27;2
2020-04-17;São Paulo;295;28
2020-04-17;São Paulo;7;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;12;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;63;0
2020-04-17;São Paulo;9;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;42;1
2020-04-17;São Paulo;6;1
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;29;5
2020-04-17;São Paulo;14;3
2020-04-17;São Paulo;47;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;2;1
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;5;0
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;7;2
2020-04-17;São Paulo;17;0
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;11;1
2020-04-17;São Paulo;4;0
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;38;4
2020-04-17;São Paulo;1;1
2020-04-17;São Paulo;5;2
2020-04-17;São Paulo;3;2
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;8;1
2020-04-17;São Paulo;2;2
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;0;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;10;2
2020-04-17;São Paulo;8;1
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;77;4
2020-04-17;São Paulo;2;1
2020-04-17;São Paulo;5;0
2020-04-17;São Paulo;2;1
2020-04-17;São Paulo;107;7
2020-04-17;São Paulo;8;1
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;2;1
2020-04-17;São Paulo;6;1
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;4;0
2020-04-17;São Paulo;1;1
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;4;0
2020-04-17;São Paulo;4;0
2020-04-17;São Paulo;224;20
2020-04-17;São Paulo;7;0
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;8;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;1
2020-04-17;São Paulo;4;0
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;2;1
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;19;2
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;22;3
2020-04-17;São Paulo;4;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;2;1
2020-04-17;São Paulo;46;7
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;6;2
2020-04-17;São Paulo;8;3
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;1
2020-04-17;São Paulo;28;0
2020-04-17;São Paulo;72;5
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;12;3
2020-04-17;São Paulo;7;0
2020-04-17;São Paulo;4;0
2020-04-17;São Paulo;6;0
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;2;1
2020-04-17;São Paulo;4;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;3;1
2020-04-17;São Paulo;3;0
2020-04-17;São Paulo;53;0
2020-04-17;São Paulo;222;10
2020-04-17;São Paulo;1;1
2020-04-17;São Paulo;276;19
2020-04-17;São Paulo;281;17
2020-04-17;São Paulo;94;4
2020-04-17;São Paulo;6;2
2020-04-17;São Paulo;4;0
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;68;4
2020-04-17;São Paulo;135;3
2020-04-17;São Paulo;3;1
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;8744;643
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;5;0
2020-04-17;São Paulo;6;2
2020-04-17;São Paulo;39;0
2020-04-17;São Paulo;8;1
2020-04-17;São Paulo;39;6
2020-04-17;São Paulo;5;0
2020-04-17;São Paulo;74;6
2020-04-17;São Paulo;110;6
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;6;0
2020-04-17;São Paulo;6;0
2020-04-17;São Paulo;1;0
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;6;1
2020-04-17;São Paulo;9;3
2020-04-17;São Paulo;2;0
2020-04-17;São Paulo;12;0
2020-04-17;São Paulo;4;1
2020-04-17;São Paulo;6;0
2020-04-17;São Paulo;12841;928
2020-04-17;Tocantins;5;0
2020-04-17;Tocantins;1;0
2020-04-17;Tocantins;1;0
2020-04-17;Tocantins;1;0
2020-04-17;Tocantins;22;1
2020-04-17;Tocantins;1;0
2020-04-17;Tocantins;1;0
2020-04-17;Tocantins;32;1
2020-04-16;Acre;12;0
2020-04-16;Acre;1;0
2020-04-16;Acre;2;0
2020-04-16;Acre;13;1
2020-04-16;Acre;1;0
2020-04-16;Acre;86;4
2020-04-16;Acre;115;5
2020-04-16;Alagoas;1;0
2020-04-16;Alagoas;7;1
2020-04-16;Alagoas;70;3
2020-04-16;Alagoas;4;1
2020-04-16;Alagoas;1;0
2020-04-16;Alagoas;1;0
2020-04-16;Alagoas;3;0
2020-04-16;Alagoas;1;0
2020-04-16;Alagoas;1;0
2020-04-16;Alagoas;89;5
2020-04-16;Amazonas;1;0
2020-04-16;Amazonas;3;0
2020-04-16;Amazonas;1;0
2020-04-16;Amazonas;3;1
2020-04-16;Amazonas;5;1
2020-04-16;Amazonas;3;0
2020-04-16;Amazonas;18;3
2020-04-16;Amazonas;15;0
2020-04-16;Amazonas;1;0
2020-04-16;Amazonas;2;0
2020-04-16;Amazonas;149;6
2020-04-16;Amazonas;1459;107
2020-04-16;Amazonas;1;1
2020-04-16;Amazonas;2;0
2020-04-16;Amazonas;2;1
2020-04-16;Amazonas;11;3
2020-04-16;Amazonas;6;0
2020-04-16;Amazonas;10;0
